,docname,Newspaper,Year,Beginning of Passage,keyword,End of Passage
381,14024_0.txt,"Rock Island Argus. (Rock Island, Il...)",1904,"situation that might develop . george w . blount was a negro politician and the proprietor of a fish and oyster shop in the sububrbs of berk ley . he was taken early yesterday morning from the police station , where he was confined , by a mob of 50",mask-,"ed men and lynched . blount had been arrested saturday night for striking t . d . holloman , a berkley policeman in the face with a lighted lamp . ,"
382,14025_0.txt,"Reporter and farmer (Webster, Day Co...)",1904,". 23 . - jim glover , a negro , was shot to death monday night near the home of the white girl he had assaulted and his body dragged a distance of about a mile into this city and burned at the stake on the courthouse square . a",mob,estimated at 500 composed the shooting and ing party . burn
383,14026_0.txt,"Rock Island Argus. (Rock Island, Il...)",1894,two negroes were lynched by a,mob,"near lake cirmorant , a mall town in mississippi . they were fugitives frora arkansas , and were overtaken by the mob , who strung them up . their names not known . are"
384,14026_0.txt,"Rock Island Argus. (Rock Island, Il...)",1894,"two negroes were lynched by a mob near lake cirmorant , a mall town in mississippi . they were fugitives frora arkansas , and were overtaken by the",mob,", who strung them up . their names not known . are"
385,14028_1.txt,"Daily Kennebec journal (Augusta, Me.)",1894,"miscellaneous : robert smith , the negro who caused the riot at roanoke , va . , on the 20th , banged by a",mob,. the twenty- fourth annual reunion of the army of cumber land opened at cleveland . the
386,14030_0.txt,"St. Landry democrat. (Opelousas, La.)",1881,"at bay st . louis , miss . , a negro wife murderer was forcibly taken from jail by",mob,of colored men and hanged . a
387,14040_0.txt,"The Portland daily press (Portland, Me.)",1867,"may or , s . b.thomas , judge keating , judge grant , mayor webber , the late mayor , e . b . hanna , and many other citizens , did what could be done by them to prevent it , but were overpowered and carried away by the",mob,"bodily . the sheriff left the jail about noon without leaving any guard , and went into the country to serve . some papers . the crowd took tibbetts in a wagon across the river bridge , put a rope around his neck , fastened it over 1 tree ,"
388,14040_0.txt,"The Portland daily press (Portland, Me.)",1867,": "" are you satisfied to hang him ? "" the crowd shouted "" no , "" but those in the wagon drove suddenly away , and left him dangling in the air . efforts were made to cut him down , but all such were in vain , the",mob,"kept all away until he was dead . great excitement prevailed . some of the most influential and prominent men in the south part of the county are leaders in it . it was difficult to get the exact language used by tibbetts , on account of the great excite"
389,14045_1.txt,"Chicago daily tribune (Chicago, Ill.) 1872-1963",1877,"liko hitching- bars around the court- llouse , they sur rounded judge chisolm's house and insisted that the sheriff should take the prisoners to the jail . this was done , and a guard of six mon , selected by the sherl , was placed over them . then the",mob,"hung two of chleolm's negro servants up to trees with bridlo- roins , and tried to make them confess that they had heard something to implicate the judge in the murder ; but the poor fellows know nothing , and were dnally allowed to run the woods . to at"
390,14045_1.txt,"Chicago daily tribune (Chicago, Ill.) 1872-1963",1877,"chlsolin went to jall all the mem bers of his family , -his wife , a daughter 18 years old , a son of 10 , and two younger buys , -knowing that ble life was in danger , and hoping that their prosence might soften the hearts of the",mob,", went with him . after they were locked in , the daughter cornelia found that the guns of the six guards wure not loaded , and that they had no ammunition . under protense of going to procure food for the failly the courageous girl left the jail ,"
391,14045_1.txt,"Chicago daily tribune (Chicago, Ill.) 1872-1963",1877,"through the crowd of ungry men , and re turned home , whoro who hastily secreted a powder- flask , a bag of shot , and somo nowa . japers for wadding under her dress . then taking komo brand and nicat she went back to the jail . the",mob,". leaving the stores and saloon , now began to press around the building and clamor for chisula's life . among the guards thero . was but onu itepublican , a cool , courageous scotch man , namel michollund , who was a personal friend of chisolm . this man"
392,14045_1.txt,"Chicago daily tribune (Chicago, Ill.) 1872-1963",1877,"the building and clamor for chisula's life . among the guards thero . was but onu itepublican , a cool , courageous scotch man , namel michollund , who was a personal friend of chisolm . this man stationed himself at the door of the jall , and told the",mob,"that if they kill ed the prisonura two of them should dig for every ilfo they took , while expostulating with the mob and threatening them , he fell , , biot by five pistol balls threo of the remaining guards now doverted their post , and , leaving their"
393,14045_1.txt,"Chicago daily tribune (Chicago, Ill.) 1872-1963",1877,"man , namel michollund , who was a personal friend of chisolm . this man stationed himself at the door of the jall , and told the mob that if they kill ed the prisonura two of them should dig for every ilfo they took , while expostulating with the",mob,"and threatening them , he fell , , biot by five pistol balls threo of the remaining guards now doverted their post , and , leaving their guns and taking with them the two hoppers , they went out of the jall . thero seoms to have been little personal"
394,14045_1.txt,"Chicago daily tribune (Chicago, Ill.) 1872-1963",1877,"now doverted their post , and , leaving their guns and taking with them the two hoppers , they went out of the jall . thero seoms to have been little personal animoalty against the lloppers , and they mingled with the crowd and got away unbarmed . the furlous",mob,"alled the lower hall of the jail , and broko open a door at the foot of a stairway leading to the floor above where the prisoners werd coudned . at the top of the statra there was an . other door with a grating in it . the lock"
395,14045_1.txt,"Chicago daily tribune (Chicago, Ill.) 1872-1963",1877,"top of the statra there was an . other door with a grating in it . the lock was broken off with axen . willa tho blows were falling upon it , cornelia implorod the two romaining guards , overstreet and wall , to dro through the grating upon the",mob,"pressing upon the stairs . but they refused . she then carried the gun tuft by the other guards to hor father . after the lock yielded , the two guards tried to hold the door , and the second son of the judge , , a boy of 18"
396,14045_1.txt,"Chicago daily tribune (Chicago, Ill.) 1872-1963",1877,"the gun tuft by the other guards to hor father . after the lock yielded , the two guards tried to hold the door , and the second son of the judge , , a boy of 18 , in alding thum , was shot in the wrist . the",mob,"pushue hu guards asido . and the mon in advance gained the upper landing , tred , and killed the poor wounded boy , who was clinging to his father . first in the brutal crowd came david itoneer , a planter and practicing physician . he was instantly killed"
397,14045_1.txt,"Chicago daily tribune (Chicago, Ill.) 1872-1963",1877,"the upper landing , tred , and killed the poor wounded boy , who was clinging to his father . first in the brutal crowd came david itoneer , a planter and practicing physician . he was instantly killed by the judge . as soon as ho fell , the",mob,", cowardly as all mobs are , rushed out of the building . there was a full for a few minutos ; then the crowd outalde began to yell , firo the jail ; burn them out ! "" after wards they shouted , the jall is un arol """
398,14045_1.txt,"Chicago daily tribune (Chicago, Ill.) 1872-1963",1877,", and killed the poor wounded boy , who was clinging to his father . first in the brutal crowd came david itoneer , a planter and practicing physician . he was instantly killed by the judge . as soon as ho fell , the mob , cowardly as all",mobs,"are , rushed out of the building . there was a full for a few minutos ; then the crowd outalde began to yell , firo the jail ; burn them out ! "" after wards they shouted , the jall is un arol "" it was a stratagem worthy"
399,14045_1.txt,"Chicago daily tribune (Chicago, Ill.) 1872-1963",1877,"but cornelia thrust it aside . a volley of shots was fred against the door . the judge push ed it open , and got into the hall . mrs . chisolm drud both barrels of a shotgun and wounded one of the assailuuts in the face . the murderous",mob,closed in around their victimn . ils daughter clung to ble neck with ous band and with the other thrust away the guns aimed at him . her hand was shattered by a ball dve shots atruck ono of her legs . judge chisolm and fell wounded in eleven places
400,14045_1.txt,"Chicago daily tribune (Chicago, Ill.) 1872-1963",1877,around their victimn . ils daughter clung to ble neck with ous band and with the other thrust away the guns aimed at him . her hand was shattered by a ball dve shots atruck ono of her legs . judge chisolm and fell wounded in eleven places . the,mob,", bellovlug , they had accomplished their purpose , lett the jall . the wife and son of the judge , aided by a clli zeu who , for a wonder , showed a spark of hu nuanity , carried the wounded man to fite home , a fow hundred"
401,14045_1.txt,"Chicago daily tribune (Chicago, Ill.) 1872-1963",1877,"an unpri cipled man -- a gambler and something of a desparallu . mclellan was an industrious , respectable citizen . from the careful inquiries mala by gov . stone , it appears that the brothers , sons , ani nephewe of the murdered gully wure the ringluaders of the",mob,". in my conversations with the county ollcers and others of the principal citizens of the place , i have been shocked to them all meio desiroda of excusing or palliating tad the horrible crimen of the mob than to exhibit sympathy for the victims . from not a single"
402,14045_1.txt,"Chicago daily tribune (Chicago, Ill.) 1872-1963",1877,", ani nephewe of the murdered gully wure the ringluaders of the mob . in my conversations with the county ollcers and others of the principal citizens of the place , i have been shocked to them all meio desiroda of excusing or palliating tad the horrible crimen of the",mob,"than to exhibit sympathy for the victims . from not a single man have i heart expressed an intention to aid in bringing the murders to justice , or even the hope that they will be arrested . a por tion of the community . the perpe entirely sympathizes with"
403,14046_0.txt,"The daily gazette (Wilmington, Del...)",1879,"marcellus floyd , colored , charged with attempting to feloniously assault a white girl , was taken from the jail at richmond , tenn . , yesterday morning by an armed",mob,"and lynched . ,"
404,14047_2.txt,Wessington Springs herald. (Wessington Spri...),1885,a,mob,"of 150 men broke into the jail at minden , la . , other night and shot dead two colored men the held for murder ."
405,14047_3.txt,Wessington Springs herald. (Wessington Spri...),1885,"david scruggs ( colored ) , residing near redfield , ark . , who was charged with assaulting his own daughter , was seized on 24th by a colored",mob,and cut to pieces the with knives and razors .
406,14049_0.txt,The sun (New York [N.Y.]) 1833-1916,1902,"the officers , especially the judges and sheriffs within whose jurisdiction lynchings occur . he will accordingly make in his next message to the legislature strong recommendations for passage of a law hold district ing accountable any judge or attorney who through neglest , incota petence or sympathy with the",mob,atlows a prisoner to be taken from the officers of the law and lynched as a rule recent lynchings have occurred because judges and sheriff's hesitate to call for assistance until too late for fear of offending the mob . all the lynchings have been due to this delay and
407,14049_0.txt,The sun (New York [N.Y.]) 1833-1916,1902,"attorney who through neglest , incota petence or sympathy with the mob atlows a prisoner to be taken from the officers of the law and lynched as a rule recent lynchings have occurred because judges and sheriff's hesitate to call for assistance until too late for fear of offending the",mob,. all the lynchings have been due to this delay and the governor proposes to put an end to it by maks he does not inteni that sherifts shall do as was done recently in waller county . where dependence was placed on the vague and indeluite promler of the
408,14049_0.txt,The sun (New York [N.Y.]) 1833-1916,1902,"where dependence was placed on the vague and indeluite promler of the citizens to support the law , "" a promise which was not u at the last minute and when it was hept . any good for impossible to accomplish the prisoners were then in the hands of the",mob,"a rush telegraphie order was sent to austin for the militia joot were aroused by the recent hempstead fairs , while the pris nacoglochs a and oner was legally hanged at nacogdoehtos the manner in which the execution occurred only brougit discredit on the law . at hemstead the lyneling"
409,14049_0.txt,The sun (New York [N.Y.]) 1833-1916,1902,"the governor to stop toob done all in his power , under the taw , to pr teet prisoners . militia and state bangers was advised that it was sy to do so . in one case his orders were disobeyed and the prisoner was practically handed over to the",mob,"by the officers . investigation made by the attorney . an ( general's office shows that there is no excuse for these lynchings on the ground that murderers or other criminals escape through the law . during the year , twenty three prisoners have been tried for capita ! offences"
410,14049_0.txt,The sun (New York [N.Y.]) 1833-1916,1902,he has dis- sippi than gov . longino . cussed it in every message to the legislature . he himself has gone to the county seat when a lynching was expected . he has ordered out troops whenever necessary and has upheld and supported the judges in their opposition to,mobs,". he did all in his power to secure action by the crand juries against lynchers and has worked in every possible way to stop yet he has at best saved the disgrace . four or five tives , while that horrible ed dition to lynching burning at the stake"
411,14049_0.txt,The sun (New York [N.Y.]) 1833-1916,1902,"lynching burning at the stake proviously unknown in mississippi , has finally invaded the state and was the fear ure of the recent corinth lynching . theas who oppose lynching call atten tion to the fact that it is progressive , going through an evolution of horrors . when the",mob,"first began this work in mississippi the lynching was done by a small body of men , well organized , masked and on horse back , who rode to the jail in the middle of the night and compelled the sheriff to surrender the prisoner . he was taken to"
412,14049_0.txt,The sun (New York [N.Y.]) 1833-1916,1902,"the recent corinth lynching . theas who oppose lynching call atten tion to the fact that it is progressive , going through an evolution of horrors . when the mob first began this work in mississippi the lynching was done by a small body of men , well organized ,",masked,"and on horse back , who rode to the jail in the middle of the night and compelled the sheriff to surrender the prisoner . he was taken to the nearest tree and hanged . the next chang , a needlessly brutal one , was after hanging the negro to"
413,14049_0.txt,The sun (New York [N.Y.]) 1833-1916,1902,"rode to the jail in the middle of the night and compelled the sheriff to surrender the prisoner . he was taken to the nearest tree and hanged . the next chang , a needlessly brutal one , was after hanging the negro to have every momb r of the",mob,"fira a rifle or pistol at the body this practice has been kept up sine , with the result that the bodies of lynched negroes to- day- nt lenst fot been burned- sre scare ly distinguisable as those of human later all masks and disguises were dis corded and the"
414,14049_0.txt,The sun (New York [N.Y.]) 1833-1916,1902,"to have every momb r of the mob fira a rifle or pistol at the body this practice has been kept up sine , with the result that the bodies of lynched negroes to- day- nt lenst fot been burned- sre scare ly distinguisable as those of human later all",masks,"and disguises were dis corded and the mob performed its work in the open light of day in the very streets of the town , and generally in front of the court house , with no attempt at concealment or secrecy burning at the stake , when the lynching is"
415,14049_0.txt,The sun (New York [N.Y.]) 1833-1916,1902,"fira a rifle or pistol at the body this practice has been kept up sine , with the result that the bodies of lynched negroes to- day- nt lenst fot been burned- sre scare ly distinguisable as those of human later all masks and disguises were dis corded and the",mob,"performed its work in the open light of day in the very streets of the town , and generally in front of the court house , with no attempt at concealment or secrecy burning at the stake , when the lynching is made a spectacle in which a large part"
416,14049_0.txt,The sun (New York [N.Y.]) 1833-1916,1902,"was whether the victim corinth should be burned o . hanged . the more conservative citizens pleaded for a plain hanging "" and were regarded as milksops for so doing . no one seemed to plead law and order for the trial and legal execution of the criminal . the",mob,"even took possession of the telegraph station , refused to allow the sheriff to telegraph to the governor for troops , and refused to allow any word of the lynching to go out until the work was completed . it armed itself to resist any troops that might be sent"
417,14051_0.txt,"Martinsburg journal (Martinsburg, W....)",1922,", was lynched near here today for an assault alleged to have been committed on a white woman . the negro was being taken froni sandersville to wrightsville for trial when the automobile bearing him and an escort of officers was stopped and johnson taken from the car by a",mob,"of fifty persons , the officers were disarmed and johnson taken to a bridge where he was hanged . he is said to have fessed his guilt . con"
418,14053_0.txt,"Minneapolis spokesman (Minneapolis, Mi...)",1946,"blame ? who's to murder : daily times minneapolis editorial ( down near monroe , ga . , the other day a",mob,"dragged two negro couples out of a car and killed shotgun . job neatly and methodically done as if it had been well planned . while the bodies were still warm and the mob melted into the bleeding , protecting countryside . by the perverted code of lynch law it"
419,14053_0.txt,"Minneapolis spokesman (Minneapolis, Mi...)",1946,"daily times minneapolis editorial ( down near monroe , ga . , the other day a mob dragged two negro couples out of a car and killed shotgun . job neatly and methodically done as if it had been well planned . while the bodies were still warm and the",mob,"melted into the bleeding , protecting countryside . by the perverted code of lynch law it had done a good day's work , american , but by the standards of justice and human decency , it had befouled state of georgia and shamed the the whole nation . question :"
420,14053_0.txt,"Minneapolis spokesman (Minneapolis, Mi...)",1946,"sows the little seeds of bigotry and hatred , it only implants the virulent poisons of race prejudice in warped and vengeful minds . it only whips up latent angers , and moulds them into violent forms . but the klan , says grand dragon grethe is on responsible for",mob,"no that killed four negroes near roe . mon let us search further , then . what of eugene talmadge , georgia's governor- elect ? does he bear any part of black burden of responsibility for what has happened at monroe ? why no , obviously , for out in"
421,14053_0.txt,"Minneapolis spokesman (Minneapolis, Mi...)",1946,"people in that sense , the crime of mon roe is inseparable from the hooded klansmen , from the talmadges and bilbos and rankins , and from all of those who attempt , either privately or officially , to foster the of race hatred in this country doctrines . the",mob,"kills , but it is the bigot in high places who gives false courage to the mob . the embers of violence need to be fanned with ignorance and intolerance before they burst into a livid flame . in fixing the responsibilities for monroe then , look carefully for all"
422,14053_0.txt,"Minneapolis spokesman (Minneapolis, Mi...)",1946,"from the talmadges and bilbos and rankins , and from all of those who attempt , either privately or officially , to foster the of race hatred in this country doctrines . the mob kills , but it is the bigot in high places who gives false courage to the",mob,". the embers of violence need to be fanned with ignorance and intolerance before they burst into a livid flame . in fixing the responsibilities for monroe then , look carefully for all who bear , a fan ."
423,14053_3.txt,"Minneapolis spokesman (Minneapolis, Mi...)",1946,"them decided the other eve- indeed the race that the gallused ning that the white man's honor talmadge so recently proclaimed and the cause of justice needed "" supreme "" as he promised to take bolstering . they did not bother to steps to "" keep the negro in his",mask,"their faces . they merely got place "" ? those who preach hatred their guns , lined up two negroes and denial of the rights of man- and their wives , and fired . in any state , north or south- ask what their re- might is one of the"
424,14053_3.txt,"Minneapolis spokesman (Minneapolis, Mi...)",1946,"women ruthlessly shot down had be watching to see what happens committed no fault that appears in now . all of us , north and south , the record , except that of being stand condemned before this out present . one of them recognized a member of the white",mob,", and rage and share with georgia's great majority of decent and law- called him by name . this was people the humiliation of enough ; she and her companion this abiding disgrace ."
425,14054_0.txt,"The Detroit tribune. (Detroit, Mich.)",1946,"in history as four negroes were shot down in cold blood in monroe , georgia . the culprits are still at large , having eluded the most skillful crime detecting force in the united states- the great , the scientific , the super- sleuth department , the fbi twenty un-",masked,"murderers , committed their crime in broad daylight , with an eye witness , near a town of only a few thousand people , yet not one person has even been brought to trial ! 1946 also saw a race riot , another blot in history with property destroyed and"
426,14056_0.txt,"Evening star (Washington, D.C...)",1949,c . dortch reported last night that a young colored man was seriously beaten by a group of white men as an apparent result of a series of anonymous phone calls made to a white women . the mecklenburg county prosecutor said the assault seemed a clear violation of the,mob,"violence provisions of the virginia anti lynch law . mr . dortch , who said his in- formation was incomplete , gave this account : "" late monday night a black car with north carolina license plates drove up to a filling station here near the north carolina border ."
427,14213_0.txt,"Constantine republican (Constantine, Mi...)",1836,"be undermined and destroy ed , our boasted "" free reduced at once to a mere ruffian system of confusion , bloodshed , and unmitigated anar . chy.-n . y . cour . and enq . "" reports are rife in this vicinity of the , murder , by a",mob,", near chillicothe , of mr . , edward weed , late of lane seminary , and since of cummingsville . a gentleman of marietta , in whom entire confidence may be placed , reports the following statement as having been made in the stage house at wooster , by"
428,14213_0.txt,"Constantine republican (Constantine, Mi...)",1836,"arrived in town on some business ; and being known as an abolitionist , some indignities were offered to him- such as shaving his horse , removing the wheels of his wagon , & c . ; that mr . weed soon after left town , was followed by the",mob,", his wagon broken to pieces , his horse killed , and at length himself suspended to a tree by a rope of bark until he was dead . the kentuckian stated that he was informed of the fact on his arrival at chillicothe and went and saw the body"
429,14216_0.txt,"Eastern times (Bath, Me.)",1850,"lynch law- high handed measure . a terrible outrage took place in culpepper , in this state on wednesday last . a",mob,"of 200 men , including justices of the peace , members of the church , and others , proceeded to the jail resisted the sheriff , and carried off william grayson , a free negro . they dragged him to the woods , where they ung him . the cause"
430,14216_0.txt,"Eastern times (Bath, Me.)",1850,"measure is this- grayson had twice been convicted of murdering david a . miller , a white man , but each time he appealed , and the general court granted him new trials , on the ground that the testimony hardly justi fied suspicion , much less guilt . the",mob,"allowed him one minute to confess he . firmly avowed his innocence of the murder . the mob then placed a fence rail across be- tween two trees , and strung him up . outrage has created intense excitement . the papers entreat the governor to arrest every one concerned"
431,14216_0.txt,"Eastern times (Bath, Me.)",1850,", but each time he appealed , and the general court granted him new trials , on the ground that the testimony hardly justi fied suspicion , much less guilt . the mob allowed him one minute to confess he . firmly avowed his innocence of the murder . the",mob,"then placed a fence rail across be- tween two trees , and strung him up . outrage has created intense excitement . the papers entreat the governor to arrest every one concerned in it . - fredericksburg va . , paper , july 23 . ["
432,14229_0.txt,"Rutland weekly herald (Rutland, Vt.)",1862,"the bloomington ( illinois ) times was destroyed by the people of that place , on wednesday , for secession sentiments . it is said the editor took the oath , and afterwards , having declared he intended to disregard it , the",mob,would have have hung him had not fled . he
433,14230_0.txt,"The Manitowoc pilot (Manitowoc, Wis.)",1862,", on saturday night a large number of excited people came into town , surround ed the jail , forced open the doors , took the prisoner and hung him . while suspended fifteen bullets perforated his body . he was cut down and his throat cut by the infuriated",mob,". the body was drag ged through the streeets , and finally taken to front of the negro church where it was the cut to pieces and burned ."
434,14231_0.txt,"Chicago daily tribune (Chicago, Ill.) 1872-1963",1878,". it sats : what is the meaning of lynch law ? why is it ever resorted to : it might perhaps be expected la the rough regions of the southwest , whero lav les characters abound , aud men have had to be , ia some sense , a",law unto themselves,". it has not been looked for here in new england , where ever ! community is supposed to live in uuedtence to law . but the fact existe , bero in connecticut quite a strongly as elsewhere , that a sense of the cinculty and uncertainty of obtaining jantico"
435,14232_0.txt,"The Detroit tribune. (Detroit, Mich.)",1942,"willie vin son , 25 , who was accused of having attempted to criminally assault a white woman at a tourist camp . shot in stomach vinson was employed in a cafe and was at work there when he and was arrested on suspicion shot in the stomach by his",captors,", sunday morning . the wound- ed man was taken to a hospital but was later taken from the hospital by a mob and lynched . dragged through street sheriff monroe according to watts , three members of the mob the hospital and took entered vinson away . the nurses"
436,14232_0.txt,"The Detroit tribune. (Detroit, Mich.)",1942,"shot in stomach vinson was employed in a cafe and was at work there when he and was arrested on suspicion shot in the stomach by his captors , sunday morning . the wound- ed man was taken to a hospital but was later taken from the hospital by a",mob,"and lynched . dragged through street sheriff monroe according to watts , three members of the mob the hospital and took entered vinson away . the nurses in the institution didn't get a good look at them , the sheriff tated . he further said the victim's body indicated that"
437,14232_0.txt,"The Detroit tribune. (Detroit, Mich.)",1942,"was arrested on suspicion shot in the stomach by his captors , sunday morning . the wound- ed man was taken to a hospital but was later taken from the hospital by a mob and lynched . dragged through street sheriff monroe according to watts , three members of the",mob,"the hospital and took entered vinson away . the nurses in the institution didn't get a good look at them , the sheriff tated . he further said the victim's body indicated that it had been dragged behind an automobile before be ing hanged to a winch at a cot"
438,14234_0.txt,"The Cordova daily times (Cordova, Alaska)",1921,negro lynched by,mob,"in virginia ( by associated press ) petersburg , va . , aug . 3 . a negro arrested in connection with the murder of a white man was taken from lawrenceville jail to day and lynched the ."
439,14238_0.txt,"The Alaska daily empire (Juneau, Alaska)",1924,"alaska daily empire "" all the news all the time "" vol . xxiv . , no . 3612 . juneau , alaska , tuesday , july 22 , 1924 . member of associated press . price ten cents rammed during fog steamer",mob,"bent on lynching negro quieted by klansman mob forms to lynch negroes ; killed a girl klan organizer quiets several hundred men by speaking a prayer . cairo , iii . , july 22 . - a mob of three hundred formed in pulaski county this afternoon apparently bent on"
440,14238_0.txt,"The Alaska daily empire (Juneau, Alaska)",1924,"daily empire "" all the news all the time "" vol . xxiv . , no . 3612 . juneau , alaska , tuesday , july 22 , 1924 . member of associated press . price ten cents rammed during fog steamer mob bent on lynching negro quieted by klansman",mob,"forms to lynch negroes ; killed a girl klan organizer quiets several hundred men by speaking a prayer . cairo , iii . , july 22 . - a mob of three hundred formed in pulaski county this afternoon apparently bent on lynching two negroes tentatively identified as the slayers"
441,14238_0.txt,"The Alaska daily empire (Juneau, Alaska)",1924,"member of associated press . price ten cents rammed during fog steamer mob bent on lynching negro quieted by klansman mob forms to lynch negroes ; killed a girl klan organizer quiets several hundred men by speaking a prayer . cairo , iii . , july 22 . - a",mob,"of three hundred formed in pulaski county this afternoon apparently bent on lynching two negroes tentatively identified as the slayers of daisy wilson , 18 years , in an at tempted hold- up of her father's store near villa ridge , carly today . the girl went to her father's"
442,14238_0.txt,"The Alaska daily empire (Juneau, Alaska)",1924,"several hours but a railroad man found them and summoned sheriff seymour welch . mound city , july 22 . two negrocs suspected of slaying daisy wilson have been lodged in the county jaff here . this afternoon . f . moreland . ku klux klan organizer , quieted a",mob,intent on lynching by speaking a prayer in front of the city hall . the sheriff deputized several in the crowd to then guard the prisoners .
443,14239_0.txt,"The Nome daily nugget. (Nome, Alaska)",1914,salesman murdering for,mob,"hangs two negroes special nugget service . muskogee , okla . , aprli 7 . - ben- jomin dickerson , a negro charged with the murder of w . a . chaffin a travel ing salesman at oklahoma city sun- cay night was forcibly removed from purcell jail today by"
444,14239_0.txt,"The Nome daily nugget. (Nome, Alaska)",1914,"service . muskogee , okla . , aprli 7 . - ben- jomin dickerson , a negro charged with the murder of w . a . chaffin a travel ing salesman at oklahoma city sun- cay night was forcibly removed from purcell jail today by members of , the a",mob,"who came in automobiles tak- en to noble nine miles north of purcell and hanged . dickerson's body was then riddled with bullets . raleigh , n . c . april 7 . - jim wil son , a negro , charged with the mur of mrs . w ."
445,14239_0.txt,"The Nome daily nugget. (Nome, Alaska)",1914,"dickerson's body was then riddled with bullets . raleigh , n . c . april 7 . - jim wil son , a negro , charged with the mur of mrs . w . m . lynch at wendell , der n c . , was lynched today by a",mob,"hear that place . the lynching occur red 20 minutes before a company of militia , sent by governor craig to state prevent mob violence arrived ."
446,14239_0.txt,"The Nome daily nugget. (Nome, Alaska)",1914,", charged with the mur of mrs . w . m . lynch at wendell , der n c . , was lynched today by a mob hear that place . the lynching occur red 20 minutes before a company of militia , sent by governor craig to state prevent",mob,violence arrived .
447,14241_0.txt,"Seward weekly gateway. (Seward, Alaska)",1907,tion . negro lynched by,mob,"crisfield , md . , july 30- a negro was taken from the officers by a mob com posed of a thousand citizens and lynch . he shot and killed a policeman yesterday ed ."
448,14241_0.txt,"Seward weekly gateway. (Seward, Alaska)",1907,"tion . negro lynched by mob crisfield , md . , july 30- a negro was taken from the officers by a",mob,com posed of a thousand citizens and lynch . he shot and killed a policeman yesterday ed .
449,14242_0.txt,"The Nome nugget. (Nome, Alaska)",1925,"wounded negro charged killing highway official , is lynched shreveport , feb . 26 , ( ap ) -an infuriated",mob,"today lynched joe airy , a negro . airy was accused of having slain a state highway official as a result of brutal treat ment airy claimed the official had accorded him . airy had been shot and wounded by a deputy sheriff before he was captured . after the"
450,14242_0.txt,"The Nome nugget. (Nome, Alaska)",1925,was accused of having slain a state highway official as a result of brutal treat ment airy claimed the official had accorded him . airy had been shot and wounded by a deputy sheriff before he was captured . after the body of airy was hanged to a tree the,mob,litterally riddled it with bullets from thier guns pis- tols . and
451,14243_0.txt,"The daily Alaska citizen. (Fairbanks, Alas...)",1919,"one is lynched centralia , wash . , nov . 11 . - ( p ) -a",mob,com posed of many of the leading citizens of this town tonight lynched one of the members of the i . w . w . gang which killed three ex- soldiers by firing into a contingent of former service men as it marched down one of the main streets in
452,14243_0.txt,"The daily Alaska citizen. (Fairbanks, Alas...)",1919,town tonight lynched one of the members of the i . w . w . gang which killed three ex- soldiers by firing into a contingent of former service men as it marched down one of the main streets in a parade . the man secured from jail by the,mob,"was taken in an auto to a high bridge near here , a rope placed about his neck , and he was dropped over the guard rail . in addition to the three men already dead , two other former soldiers are not expected to thru the night . live"
453,14244_0.txt,"The daily Alaska citizen. (Fairbanks, Alas...)",1919,". check troops omaha , sept . 29 . ( ap ) state attorneys today de clare that a thoro investigation will be made of the rioting last night during which mayor p . smith was wounded in an attempt to protect wm . brown , a negro whom the",mobs,"lynched , and fifty other persons more or less seriously injured . city and other officials declare that those responsible for or implicated in the riots will be prosecuted to the fullest extent of the law . , mayor smith's condition is reported to be critical . he hurried to"
454,14244_0.txt,"The daily Alaska citizen. (Fairbanks, Alas...)",1919,"other officials declare that those responsible for or implicated in the riots will be prosecuted to the fullest extent of the law . , mayor smith's condition is reported to be critical . he hurried to the county jail when he learned of the attack on that building by the",mob,". the rioters refused to listen to him and demanded that wm . brown , a negro who had con fessed to assaulting a white girl of this city , be turned over to them for punishment . this the mayor absolutely to sanction . refused after nine hours '"
455,14244_0.txt,"The daily Alaska citizen. (Fairbanks, Alas...)",1919,"rioters refused to listen to him and demanded that wm . brown , a negro who had con fessed to assaulting a white girl of this city , be turned over to them for punishment . this the mayor absolutely to sanction . refused after nine hours ' fighting the",mob,"succeeded in entering the jail , which was set on fire during the conflict . they seized brown and hanged him to the nearest pole . the mob also attempted to lynch mayor smith , who was rescued after he had been strung up by the rioters . the rope"
456,14244_0.txt,"The daily Alaska citizen. (Fairbanks, Alas...)",1919,"be turned over to them for punishment . this the mayor absolutely to sanction . refused after nine hours ' fighting the mob succeeded in entering the jail , which was set on fire during the conflict . they seized brown and hanged him to the nearest pole . the",mob,"also attempted to lynch mayor smith , who was rescued after he had been strung up by the rioters . the rope iff flicted a serious wound in his neck from which he may not recover . besides lynching the negro , the mobbed killed one un identified white man"
457,14244_0.txt,"The daily Alaska citizen. (Fairbanks, Alas...)",1919,"to the nearest pole . the mob also attempted to lynch mayor smith , who was rescued after he had been strung up by the rioters . the rope iff flicted a serious wound in his neck from which he may not recover . besides lynching the negro , the",mobbed,killed one un identified white man . approximately 50 persons were wounded . police officers have arrested 20 men charged with being implicated in the trouble . soldiers rushed here from ft . crook succeeded in dispersing the mobs after a short conflict . before the men in uniform arrived
